Source,Target,Weight
Lulu,Teemo,0.035695259384740746
Corki,Irelia,0.035683043715253764
Janna,Xerath,0.03568173237561516
Poppy,Riven,0.03566706161745305
Fiora,Rengar,0.03565761763799721
Aatrox,Karthus,0.035650113177811846
Irelia,Neeko,0.03564342785125245
Singed,Yorick,0.03563935988585637
Veigar,Zoe,0.03562733713818717
Fiora,Pyke,0.035624483645302824
Fizz,Morgana,0.035602107832667845
Diana,Talon,0.035601892601794784
Jayce,Karma,0.035598817723563395
Riven,Sivir,0.0355945691771526
Nautilus,Nocturne,0.03559004049551006
Morgana,Zed,0.035587966916633906
Annie,Tristana,0.03556963246070763
Kayn,Urgot,0.03556509663190695
Lux,Yasuo,0.03554597853820317
Malphite,Riven,0.035541620586276704
Caitlyn,Zilean,0.03553709374711475
Nidalee,Talon,0.035524146369807996
Lux,Nasus,0.03552259913594347
Corki,Karma,0.03552158640236486
Sivir,Zyra,0.03550316002556093
Pantheon,Veigar,0.03548682210469388
Ekko,Jhin,0.0354804441687034
Alistar,Neeko,0.03547039094749772
Aatrox,Ornn,0.03546092472232929
Nasus,Shen,0.03545220372116352
Anivia,Lux,0.035446780583418686
Fiora,Karma,0.035445017365308286
Lissandra,Nocturne,0.03544392008990403
Renekton,Sivir,0.03543271344426287
Draven,Jhin,0.035428212871881484
Alistar,Poppy,0.03542669871410849
Blitzcrank,Illaoi,0.03542205941283619
Jhin,Nautilus,0.03541733671977567
Lux,Nocturne,0.03541091374209962
Galio,Malphite,0.03541018758203983
Jax,Tristana,0.03539305591282262
Katarina,Kayn,0.03538656500311384
Kassadin,Pyke,0.03536078917085261
Corki,Ziggs,0.03535034093900622
Jax,Jinx,0.03533435508395699
Irelia,Nasus,0.035320708194130766
Shen,Vi,0.03529049385902378
Lux,Zed,0.035278520001851686
Lissandra,Neeko,0.03527668675343637
Lulu,Shen,0.035267013330309877
Kindred,Thresh,0.035256605410301206
Talon,Viktor,0.03523724522478073
Karma,Renekton,0.03523320493750505
Olaf,Volibear,0.03522397582716434
Elise,Karma,0.035220122831069095
Nocturne,Pyke,0.03520701515787418
Katarina,Lucian,0.03520412491876092
Garen,Poppy,0.03518482062247737
Janna,Maokai,0.03517437277441794
Hecarim,Karma,0.035157462607006223
Lulu,Xerath,0.0351462960867034
Maokai,Nami,0.035141807282047924
Blitzcrank,Gragas,0.035123327050421184
Janna,Teemo,0.035112464141957164
Rumble,Yorick,0.03510064199593465
Corki,Nocturne,0.03509923257109716
Nocturne,Rengar,0.03509261087250567
Jayce,Poppy,0.035092013529008904
Kayle,Poppy,0.035079342658929466
Nasus,Viktor,0.035073125835702004
Braum,Xerath,0.035044977962438134
Malphite,Tryndamere,0.03503228567261965
Katarina,Kayle,0.03502372404652667
Caitlyn,Pantheon,0.035007635789957504
Jax,Orianna,0.03500022711933539
Karma,Ryze,0.034996994700484715
Amumu,Shaco,0.034985229663269043
Vi,Xerath,0.0349833518162621
Ahri,Jayce,0.03497421381109748
Gangplank,Graves,0.0349655803376723
Fiddlesticks,Nocturne,0.034960205435227334
Hecarim,Lissandra,0.03493567201172082
Malzahar,Swain,0.03492571044719421
Evelynn,Vladimir,0.03488618818879108
Ahri,Hecarim,0.03488352323093799
Tryndamere,Yorick,0.03484757874598793
Tristana,Vladimir,0.03483691239177039
Garen,Singed,0.0348296874332478
Caitlyn,Kindred,0.034816671437718105
Ezreal,Quinn,0.034807151596489574
Morgana,Tristana,0.03478726966172721
Blitzcrank,Vladimir,0.03478112066206461
Lissandra,Sejuani,0.0347664927986389
Rakan,Zyra,0.034755290627135185
Shen,Zilean,0.034754309368634335
Orianna,Riven,0.034748142958643
Riven,Viktor,0.03474277890163659
Jax,Rumble,0.0347414457687685
Garen,Riven,0.034732618977818666
Fiora,Sivir,0.03471126048229607
Jax,Twitch,0.0347061625645497
Ahri,Elise,0.034704944937317156
Cassiopeia,Galio,0.0347018388872681
Anivia,Blitzcrank,0.03469889676899371
Lux,Shen,0.03467401575241893
Nami,Sivir,0.034667488697361824
Talon,Xerath,0.03465693267051272
Sylas,Taliyah,0.034634463470227986
Lux,Ziggs,0.03462895450642067
Hecarim,Illaoi,0.03462858661019624
Irelia,Yorick,0.034595873054600615
Ahri,Taliyah,0.03456253092303873
Garen,Vayne,0.034558343982173084
Jax,Karma,0.034530990730870806
Thresh,Varus,0.034517319777344395
Caitlyn,Veigar,0.03450044284210431
Sylas,Zilean,0.0344651738089758
Vayne,Veigar,0.034446593709502496
Olaf,Shyvana,0.03443296791841227
Gragas,Rumble,0.03443155070081927
Vayne,Yorick,0.03442422066000415
Illaoi,Teemo,0.034416855873975
Karma,Shen,0.034410769837800594
Graves,Poppy,0.03439656199539554
Olaf,Warwick,0.03435683527313913
Ashe,Xerath,0.0343193850998637
Ashe,Lissandra,0.03431596133500122
Karma,Quinn,0.03431374364631554
Galio,Kennen,0.03427332111964838
Neeko,Quinn,0.034251172830169006
Brand,Rakan,0.03421914335707501
Irelia,Sion,0.034146592564851336
Malphite,Sejuani,0.03414429225318252
Fizz,Jayce,0.03413819666190777
Karthus,Twitch,0.03410507381470061
Lissandra,Pantheon,0.03409888526911093
Blitzcrank,Kennen,0.034094857564189354
Evelynn,Lucian,0.03408928565358893
Malzahar,Syndra,0.034083008084410074
Galio,Zed,0.034051519578841845
Irelia,Sivir,0.034050495022477645
Malphite,Viktor,0.034044497717651584
Corki,Veigar,0.03404220698753003
Shen,Teemo,0.03404214697061943
Nautilus,Vi,0.034039774885112214
Hecarim,Yorick,0.03402545868720663
Karthus,Neeko,0.03401430540970219
Kassadin,Kindred,0.034012930805082074
Evelynn,Thresh,0.03401216463909543
Galio,Janna,0.03400918854695549
Karthus,Shaco,0.03399414733784042
Blitzcrank,Poppy,0.03397898989114781
Annie,Veigar,0.03396614743721682
Aatrox,Jhin,0.03396373850962542
Fizz,Veigar,0.03395452638003224
Diana,Orianna,0.03394156798413275
Ahri,Jax,0.03394094391872144
Anivia,Lissandra,0.03393249966658397
Karthus,Sivir,0.03392781930715294
Malphite,Tristana,0.03392763989667098
Blitzcrank,Zoe,0.03392488510513898
Poppy,Pyke,0.033895093875880536
Akali,Yorick,0.033888252751240355
Diana,Lux,0.03388634595195928
Braum,Caitlyn,0.033885550518721996
Ahri,Alistar,0.033873541522516176
Leona,Urgot,0.03386005084781493
Amumu,Skarner,0.033856220101853386
Corki,Urgot,0.03384392514837351
Gragas,Sion,0.03381252661280504
Pyke,Xayah,0.033811509982091745
Ahri,Sona,0.03378378153908449
Illaoi,Maokai,0.033775881346610886
Blitzcrank,Urgot,0.033767755734999995
Alistar,Jinx,0.03376142189371715
Malphite,Warwick,0.033717475237709085
Alistar,Yasuo,0.033713933879625485
Rammus,Teemo,0.03368973296905413
Cassiopeia,Kalista,0.03368680408751297
Jax,Warwick,0.0336747621495261
Gragas,Renekton,0.03367151166364026
Alistar,Ashe,0.03366854136021938
Karthus,Olaf,0.0336541255037979
Jinx,Vi,0.03365369973677839
Nautilus,Vayne,0.033652534491063674
Elise,Ryze,0.03364189008969004
Fizz,Nidalee,0.03363254527646605
Lucian,Taliyah,0.033621576252163686
Nautilus,Viktor,0.03361097664314027
Galio,Swain,0.033606232015857815
Ahri,Kayle,0.03360528276425242
Leona,Maokai,0.033604779469251146
Karma,Taric,0.03358077131795026
Cassiopeia,Thresh,0.03356979217007092
Nidalee,Sylas,0.03356835319743516
Sejuani,Sylas,0.03356829355815689
Jayce,Rengar,0.03356080437370089
Alistar,Sylas,0.03353922352568545
Karthus,Soraka,0.03352644049409519
Jinx,Nami,0.03351915350738806
Jayce,Quinn,0.033501978180641975
Anivia,Xerath,0.03349828016600742
Ahri,Ashe,0.033463893873675155
Nasus,Nocturne,0.033461200407436054
Ryze,Sion,0.03343792071651597
Amumu,Ashe,0.03339143345050923
Elise,Zed,0.03338014228651469
Ekko,Jax,0.03334670647052884
Ashe,Neeko,0.033345583155181935
Darius,Gragas,0.03332372111644362
Fiddlesticks,Shyvana,0.033316437922818486
Urgot,Zoe,0.03331096212157402
Amumu,Soraka,0.03329313970326902
Jhin,Swain,0.03328884212796084
Rammus,Tryndamere,0.03328271528221484
Jhin,Shen,0.033266637248190005
Sejuani,Sivir,0.03326397186773768
Malphite,Udyr,0.0332510899254491
Nautilus,Vladimir,0.0332327940686816
Elise,Galio,0.03323251425583695
Galio,Veigar,0.033231526337764966
Graves,Urgot,0.03322944725255967
Nautilus,Sivir,0.033226071877976035
Nami,Neeko,0.03321991840571038
Gangplank,Yasuo,0.033210966588143535
Ashe,Ryze,0.0331804670506498
Garen,Pyke,0.03317639223894152
Nasus,Trundle,0.0331737449679083
Amumu,Annie,0.03315540186432947
Rumble,Sion,0.033148418501513524
Pantheon,Yasuo,0.033143929924766474
Gangplank,Renekton,0.03312154192446848
Teemo,Yasuo,0.03311677105494494
Morgana,Viktor,0.03311300085706326
Caitlyn,Sylas,0.03311195686980187
Nasus,Riven,0.03311045687902872
Irelia,Olaf,0.03310994049789141
Azir,Talon,0.03307540561130036
Malzahar,Zed,0.033033399792023174
Lux,Poppy,0.032999587163500335
Gragas,Zed,0.032998713188691416
Garen,Jayce,0.032985065219214404
Brand,Vayne,0.032984194632621054
Garen,Zed,0.032979963317608475
Maokai,Rammus,0.03297634965785663
Karthus,Zed,0.03296653009434164
Leona,Tristana,0.03295196194247559
Aatrox,Elise,0.03294985560239544
Taric,Udyr,0.03294103894785552
Amumu,Gragas,0.03293435032425915
Braum,Ornn,0.0329087885623429
Lulu,Tristana,0.03288921504621263
Maokai,Thresh,0.03288560980427023
Lucian,Sejuani,0.03287899715838634
Cassiopeia,Corki,0.03284787371174912
Bard,Sona,0.03283105700432031
Lulu,Maokai,0.03281959963694159
Alistar,Nocturne,0.03279425724741369
Akali,Morgana,0.03276060247547538
Taliyah,Thresh,0.032754066915976376
Anivia,Zoe,0.03275085722615442
Jayce,Morgana,0.032734831450644104
Jhin,Teemo,0.03271932264733832
Pantheon,Twitch,0.03269483838655621
Fiora,Sion,0.03269483514056866
Mordekaiser,Sion,0.032685171860296
Darius,Nautilus,0.032676847015304704
Ekko,Kindred,0.03266394611433708
Poppy,Taric,0.0326521439337246
Corki,Renekton,0.03265021244942587
Diana,Malphite,0.032638898000890884
Alistar,Vladimir,0.03261984587457226
Kayle,Kled,0.03261590794375902
Thresh,Twitch,0.03261513509914131
Taric,Zilean,0.03259795805835235
Camille,Ekko,0.032574986471860724
Kennen,Sylas,0.03256257551402435
Lucian,Rengar,0.03256204063192064
Nasus,Thresh,0.032554866456679155
Azir,Thresh,0.0325417255683495
Lucian,Nautilus,0.032534895451130655
Anivia,Fizz,0.03253473117824131
Ornn,Rumble,0.032500154811219005
Malzahar,Soraka,0.03249772373571469
Illaoi,Pantheon,0.03249286651745727
Kennen,Neeko,0.032472659159694446
Ekko,Graves,0.032466324586724105
Teemo,Viktor,0.03243373409031884
Soraka,Ziggs,0.03241711989542221
Riven,Sion,0.032404976955654835
Shaco,Teemo,0.03239599209229374
Katarina,Lissandra,0.03237118793683316
Caitlyn,Garen,0.03235415069734027
Anivia,Cassiopeia,0.03234869207229278
Lulu,Sivir,0.032346179905901884
Jhin,Veigar,0.03234096505140998
Fiora,Katarina,0.03232088420463791
Malphite,Trundle,0.03231943526948296
Akali,Poppy,0.03231676783270514
Ekko,Morgana,0.03230326793888694
Ashe,Veigar,0.03230245775580018
Brand,Jax,0.03229171969775841
Neeko,Veigar,0.03228934415046192
Shaco,Vi,0.03228921628861858
Galio,Talon,0.03227884646930169
Syndra,Vladimir,0.03225998437141531
Twitch,Xayah,0.03225444211563837
Rammus,Sivir,0.03225032243394883
Malzahar,Urgot,0.03224899136263183
Renekton,Xerath,0.032246569616271335
Nasus,Sion,0.032226555783876495
Kindred,Vladimir,0.03220646626708995
Akali,Sion,0.03216970896844862
Anivia,Vladimir,0.032168784072853576
Camille,Kayle,0.0321399998766896
Draven,Gangplank,0.03212869156736453
Alistar,Darius,0.03212374945556529
Ornn,Yasuo,0.032113702152177445
Gragas,Poppy,0.03209506082789823
Jhin,Malphite,0.03208826989193904
Ekko,Kayle,0.032077591223934485
Braum,Poppy,0.03206998557369739
Blitzcrank,Draven,0.03205000983336434
Fiora,Garen,0.03203498595539985
Caitlyn,Nautilus,0.03203374229056396
Ashe,Nocturne,0.03203180116407172
Tryndamere,Volibear,0.032029325545007814
Rakan,Shen,0.0320266798294562
Cassiopeia,Neeko,0.03202579310375403
Fizz,Kayle,0.032020677059564295
Nocturne,Singed,0.032010414538332206
Diana,Xerath,0.03200086305112683
Evelynn,Irelia,0.03200007405421222
Ashe,Orianna,0.03198494468454045
Rumble,Ryze,0.03197345835551609
Riven,Xerath,0.03196751998478661
Vi,Volibear,0.031961972601686
Karthus,Taliyah,0.031949498427587944
Caitlyn,Hecarim,0.03194510508253032
Fiddlesticks,Malzahar,0.03193144354776373
Cassiopeia,Jayce,0.03192444450003051
Ivern,Volibear,0.031923578624564464
Illaoi,Rumble,0.03190741316922328
Ahri,Janna,0.03190558266037673
Lucian,Teemo,0.031897129221609664
Morgana,Renekton,0.03189129955116276
Illaoi,Vayne,0.0318804327360098
Jinx,Riven,0.03187980314455097
Kalista,Vladimir,0.031861546130052765
Blitzcrank,Graves,0.031859568954057574
Heimerdinger,Malphite,0.03185725789789029
Evelynn,Pyke,0.031838710684929
Corki,Fizz,0.031810404569586864
Illaoi,Xerath,0.031807041508878
Ahri,Annie,0.03180538390763522
Jinx,Lulu,0.03179036608502208
Fiddlesticks,Trundle,0.031783004094811176
Ekko,Kled,0.03178211662744304
Kayle,Varus,0.03177811536352576
Shen,Soraka,0.031768924726912916
Kindred,Twitch,0.03175507848074619
Ekko,Urgot,0.03172141870787876
Caitlyn,Galio,0.031713313254925775
Nidalee,Pyke,0.03169027068338008
Renekton,Teemo,0.03166669346338579
Teemo,Vladimir,0.031628225612550534
Swain,Urgot,0.03162180867528611
Amumu,Graves,0.03161396262928069
Heimerdinger,Morgana,0.031611051804770515
Gangplank,Kennen,0.03160769973162089
Jinx,Teemo,0.031575994427629116
Bard,Rakan,0.03155764486068664
Orianna,Vi,0.031556831986185814
Gnar,Urgot,0.03155561609140914
Kayn,Lux,0.03155130127139619
Xayah,Yasuo,0.031549483430399344
Amumu,Caitlyn,0.03154385545963215
Hecarim,Mordekaiser,0.03154137514809557
Morgana,Shyvana,0.03152126689335586
Hecarim,Poppy,0.031514733660962795
Brand,Pantheon,0.031514664487817035
Kassadin,Sivir,0.03150384033980184
Gangplank,Hecarim,0.0314693342002223
Kindred,Shyvana,0.03146455525499022
Blitzcrank,Jayce,0.0314625063694063
Irelia,Karthus,0.031462210709738155
Jayce,Nasus,0.03145772336057325
Olaf,Sion,0.031450360994102755
Ornn,Volibear,0.031437304472808174
Kindred,Lissandra,0.03142113835557621
Morgana,Yasuo,0.03141618675833549
Darius,Lux,0.031396897705309984
Brand,Vi,0.03139601521755736
Nocturne,Skarner,0.03138943552873805
Diana,Nocturne,0.03137313391092446
Ashe,Viktor,0.03134120913252454
Darius,Rammus,0.03131494840440383
Leona,Varus,0.03131203209421961
Annie,Blitzcrank,0.031311830814281974
Evelynn,Twitch,0.031298013446333275
Janna,Malphite,0.031293707008120286
Malphite,Sylas,0.03127566028973433
Bard,Maokai,0.03126667966034701
Gnar,Yorick,0.03125047796174503
Rumble,Viktor,0.031248384943915464
Malphite,Vi,0.031240753939716114
Galio,Vayne,0.03123609248590703
Annie,Malphite,0.03122023661238771
Jayce,Malphite,0.031211126392734843
Aatrox,Syndra,0.03120416020727656
Amumu,Olaf,0.031186698125791834
Caitlyn,Sona,0.03116163055446789
Sivir,Veigar,0.03115085948759111
Annie,Orianna,0.03114239917450054
Azir,Kayle,0.031134486255331644
Karma,Karthus,0.031129361223579025
Anivia,Nautilus,0.031115302940721325
Teemo,Vi,0.031109123382911434
Fizz,Galio,0.031106234766096752
Karma,Sejuani,0.03110548009831994
Fiddlesticks,Sivir,0.03110357806733738
Azir,Taliyah,0.031099964691752698
Braum,Urgot,0.031092630442879365
Leona,Nocturne,0.03105116364485367
Garen,Olaf,0.031045150521375756
Nasus,Poppy,0.031037388878314094
Draven,Yasuo,0.031021240377034548
Fiora,Nidalee,0.030989259554711
Heimerdinger,Illaoi,0.030986580332602463
Akali,Elise,0.030977338464796646
Graves,Shyvana,0.030954103034416584
Ekko,Thresh,0.03095196252347316
Galio,Neeko,0.03093688845583243
Ekko,Jayce,0.03092944144136124
Darius,Karthus,0.030928741918089496
Alistar,Sejuani,0.03092399589743793
Corki,Xerath,0.03091929199993726
Ivern,Kayn,0.030918002294174858
Fiora,Ornn,0.03091404775517835
Ashe,Karma,0.030897922261740804
Gragas,Zoe,0.030876607117766713
Kassadin,Thresh,0.030873878291589996
Kayn,Renekton,0.030872592462110236
Karthus,Teemo,0.03084920303425554
Shaco,Xerath,0.03084868021380217
Fizz,Kindred,0.030838484575454125
Brand,Nocturne,0.030823985833938056
Orianna,Rumble,0.030808763713702426
Vladimir,Xayah,0.03080618999046859
Kindred,Shaco,0.030798874123440453
Gragas,Malphite,0.030798859530845157
Kayn,Olaf,0.030797622295599857
Ahri,Zilean,0.0307768076543611
Malzahar,Nami,0.030768870953430873
Kalista,Sylas,0.03075909921985854
Sejuani,Skarner,0.03073874196045031
Graves,Orianna,0.030719254434853613
Kindred,Yasuo,0.030706666067185823
Kayle,Twitch,0.030700136457361728
Ryze,Syndra,0.03069819977210962
Kayle,Malzahar,0.03069320352805472
Ashe,Elise,0.030690369933472184
Draven,Twitch,0.030683503346208715
Irelia,Pantheon,0.03067401600050058
Malzahar,Shyvana,0.03067373505892459
Illaoi,Yasuo,0.030672296144222816
Bard,Jhin,0.03066862769112927
Shyvana,Trundle,0.03065714591392279
Thresh,Yorick,0.03064585159969338
Syndra,Yasuo,0.030627089210508697
Ahri,Nocturne,0.030624195224582006
Gangplank,Teemo,0.03062147407904167
Garen,Thresh,0.030614501464622766
Blitzcrank,Talon,0.030601774864114716
Hecarim,Shaco,0.030592843163815213
Galio,Jax,0.030582553201712277
Poppy,Sejuani,0.03055366616611304
Jhin,Lissandra,0.030547787402679466
Camille,Urgot,0.03053160022051684
Rammus,Renekton,0.03050440805634232
Swain,Talon,0.030498565179916892
Elise,Jinx,0.030471569911721688
Akali,Blitzcrank,0.030465158125913886
Irelia,Ornn,0.030449483199866373
Neeko,Taliyah,0.03044428073146408
Malphite,Quinn,0.03043794637287133
Amumu,Twitch,0.030420904507638832
Corki,Neeko,0.03040801870818468
Camille,Talon,0.03040674303621365
Jinx,Sylas,0.03039159963824132
Jhin,Soraka,0.030382176363451252
Pantheon,Soraka,0.030381833091414158
Cassiopeia,Katarina,0.030380449084972068
Diana,Vladimir,0.030374083617044405
Evelynn,Sylas,0.030369581462719307
Neeko,Zed,0.030340588578195913
Amumu,Warwick,0.030321677447322684
Gangplank,Mordekaiser,0.03031292213529588
Ashe,Fiora,0.030284910889632127
Gragas,Lux,0.03027453115948225
Nami,Vayne,0.030252081609754504
Hecarim,Leona,0.030248811104252066
Karma,Yasuo,0.030243692705621567
Malphite,Varus,0.030222344188728788
Gragas,Olaf,0.03022141630061033
Diana,Ezreal,0.030204671425525517
Thresh,Vi,0.03020442943865266
Alistar,Jayce,0.03019872692087045
Leona,Sion,0.03019467602103164
Kalista,Ryze,0.030193945701476484
Kalista,Zoe,0.030191820315183027
Karma,Rumble,0.030169460466335018
Kennen,Lux,0.030129078487639287
Malzahar,Poppy,0.03012817859670435
Ahri,Karthus,0.030125297983612194
Morgana,Swain,0.03012130073785304
Kassadin,Rumble,0.030119641168432933
Amumu,Elise,0.030080420934837634
Gragas,Leona,0.030074733866868004
Pantheon,Zed,0.030053847727696315
Cassiopeia,Fiora,0.03005162836704103
Darius,Graves,0.03004998808741218
Fiora,Pantheon,0.030031050765718062
Darius,Kled,0.030030512775625004
Gangplank,Rumble,0.03002630185358106
Ahri,Urgot,0.030025951786120234
Darius,Swain,0.030010814744066496
Graves,Pyke,0.03000662791831019
Annie,Caitlyn,0.02999493847111999
Caitlyn,Gragas,0.029994798913249028
Kassadin,Morgana,0.029994210256372937
Caitlyn,Karthus,0.029993445656745332
Nocturne,Urgot,0.029989447318968483
Elise,Renekton,0.02998215434366416
Ivern,Rammus,0.029980370134895892
Kennen,Malphite,0.02997916727554914
Rumble,Shen,0.029962529831029972
Rammus,Vayne,0.029947759377970132
Gangplank,Vayne,0.02993611177110996
Pyke,Teemo,0.02993210743607188
Lucian,Malphite,0.02992478689315078
Ekko,Renekton,0.02992391939088701
Kassadin,Yorick,0.029908711625913482
Gangplank,Lucian,0.029902791284386613
Olaf,Rammus,0.029897395864430146
Kayn,Viktor,0.02988865005719407
Malzahar,Nocturne,0.029864895915532312
Singed,Trundle,0.029859284679882886
Caitlyn,Ziggs,0.029853893731814463
Ahri,Zyra,0.02982310236535818
Kayle,Thresh,0.029822932305660146
Kennen,Shen,0.02982043888278535
Camille,Viktor,0.02981577355943235
Braum,Malphite,0.029812762226697043
Karthus,Zilean,0.02978975111379906
Hecarim,Viktor,0.029780867542619736
Caitlyn,Darius,0.029736088680180454
Ekko,Ryze,0.029731951513771893
Camille,Kled,0.029728968884506872
Karma,Nocturne,0.029728346224350256
Rengar,Talon,0.029725642209136673
Kayle,Shyvana,0.029720580489722263
Illaoi,Leona,0.029712701043673476
Azir,Jayce,0.029712299552515465
Draven,Kayle,0.02971101102391624
Aatrox,Olaf,0.02970433925396973
Amumu,Shen,0.02969825447196151
Ahri,Evelynn,0.0296975142009863
Karthus,Pyke,0.029696024236317668
Neeko,Yasuo,0.0296742795184595
Graves,Talon,0.029668380754011556
Shen,Yorick,0.029662794552618
Cassiopeia,Lux,0.029661779494407306
Akali,Malzahar,0.029659690661448176
Sylas,Syndra,0.029656613283248534
Karthus,Lucian,0.029638708662484105
Gragas,Vi,0.029636128017083874
Ahri,Poppy,0.02963055689114425
Kayn,Zoe,0.02962747419971979
Malphite,Zyra,0.029623713352617438
Alistar,Amumu,0.02962367076999381
Sylas,Volibear,0.029615333839092935
Lucian,Nami,0.02959988804857122
Kayle,Lissandra,0.029598351174600166
Leona,Lissandra,0.02959464189729354
Nocturne,Zed,0.02956670369767593
Jinx,Kassadin,0.02954763574890844
Amumu,Taric,0.029535076699404618
Blitzcrank,Rengar,0.029534997214854312
Diana,Zed,0.029523667191320664
Camille,Olaf,0.029515331541440606
Alistar,Rumble,0.029498131421197442
Draven,Varus,0.02949315511783639
Kayle,Sion,0.029480398840183504
Evelynn,Morgana,0.02947097466709415
Yasuo,Yorick,0.02945840064303165
Bard,Ivern,0.0294563460738637
Ezreal,Gnar,0.029451892976742243
Ahri,Nidalee,0.029447953521116895
Ziggs,Zyra,0.029442647691790287
Alistar,Elise,0.0294404484281595
Caitlyn,Poppy,0.029437330504839137
Galio,Vi,0.029432502812870687
Sivir,Zoe,0.02941421802275014
Lissandra,Zilean,0.029403706235698317
Taliyah,Vayne,0.02939410032976411
Ahri,Nautilus,0.029381056374890684
Lux,Tristana,0.029375798551972622
Mordekaiser,Urgot,0.02936059006230353
Karma,Kayn,0.02935247366427702
Hecarim,Malzahar,0.02934762687490748
Darius,Rumble,0.029346064839321603
Aatrox,Garen,0.029332405815972996
Amumu,Kennen,0.029330595531513126
Kayle,Shen,0.029322503772308384
Jhin,Neeko,0.029319650146884584
Jayce,Swain,0.029318468504828398
Olaf,Viktor,0.029314278605510072
Fiora,Fizz,0.029304828154699668
Pyke,Rammus,0.029302356556412803
Rammus,Sylas,0.029302107010175972
Blitzcrank,Kayle,0.029298961098874438
Blitzcrank,Ornn,0.02928874784096106
Pantheon,Skarner,0.029288380584208316
Brand,Karthus,0.02928177111574444
Kassadin,Nidalee,0.02927292935900487
Kassadin,Urgot,0.02927061054168995
Malphite,Talon,0.02925855350934008
Lux,Sylas,0.029250113653217617
Ashe,Pyke,0.02924513210608246
Lulu,Vayne,0.029233052999359133
Gangplank,Garen,0.029229108528985803
Lulu,Orianna,0.02922225946576475
Akali,Kalista,0.029209924774047453
Gragas,Irelia,0.029206421655266924
Blitzcrank,Nocturne,0.029202235628733086
Azir,Lucian,0.029192627825790483
Karma,Kindred,0.02916815969052617
Poppy,Shyvana,0.029156733329452098
Akali,Kindred,0.02915033384987243
Malzahar,Nasus,0.029146793078679865
Ashe,Kindred,0.02914396263798428
Olaf,Udyr,0.029135246253749466
Ashe,Sona,0.029124727896834506
Jhin,Kayle,0.02912435556199934
Karthus,Warwick,0.029121393229441718
Jax,Lissandra,0.029118813375485317
Morgana,Xayah,0.02911288356639334
Illaoi,Kled,0.029109755075005628
Akali,Graves,0.02910870526692503
Morgana,Syndra,0.029103165705841462
Corki,Fiora,0.029101835665796657
Draven,Tryndamere,0.02909977595855881
Ashe,Vi,0.029096847839141876
Nami,Veigar,0.02909557866972354
Garen,Malzahar,0.029091705073739513
Lucian,Syndra,0.029074416611823244
Ashe,Poppy,0.02902687163925221
Irelia,Morgana,0.029026195660527526
Blitzcrank,Karthus,0.02902125502525507
Caitlyn,Malzahar,0.028996991060412508
Rammus,Xerath,0.028993317966238195
Poppy,Sivir,0.028978971247294098
Akali,Ashe,0.028958105437498282
Poppy,Vi,0.028946413170428703
Taric,Xerath,0.02893838851663678
Blitzcrank,Malzahar,0.028933564608868638
Annie,Ezreal,0.028929475245233205
Malphite,Zilean,0.02892665846910996
Blitzcrank,Elise,0.028919711022537407
Camille,Nocturne,0.028914744874182177
Shen,Sion,0.02890702450411406
Karma,Nidalee,0.028898332448427943
Jayce,Pyke,0.02888990757806876
Orianna,Zilean,0.028879509808874774
Caitlyn,Elise,0.028878385108744534
Ahri,Brand,0.028852822814384303
Karthus,Singed,0.028847440938732975
Fiddlesticks,Heimerdinger,0.028829848500712144
Blitzcrank,Hecarim,0.02882728342515566
Blitzcrank,Irelia,0.028822894306465383
Ashe,Maokai,0.028820322471312776
Karma,Sion,0.02881193378563969
Ahri,Ziggs,0.02880989263011597
Sivir,Zed,0.028791035182684166
Evelynn,Sivir,0.028776282108935375
Karma,Zoe,0.02876838339900934
Alistar,Trundle,0.028766989134834053
Brand,Kayn,0.028760562539303283
Lux,Volibear,0.028755187803343206
Graves,Olaf,0.028749446710404802
Garen,Rengar,0.02870990697235476
Sivir,Urgot,0.028707322267448272
Sejuani,Trundle,0.02870455947382705
Neeko,Swain,0.028678308720486524
Ahri,Kayn,0.028673822807496828
Blitzcrank,Kayn,0.028647355195568422
Ekko,Fiora,0.02864721512240871
Azir,Malzahar,0.028647138650026854
Jax,Nidalee,0.028643627006238192
Alistar,Garen,0.028636021729697574
Nasus,Quinn,0.028634438038076727
Darius,Trundle,0.02861971430986125
Rumble,Singed,0.028615315736959294
Anivia,Ivern,0.02859733987376896
Fiora,Kalista,0.02859699489187599
Cassiopeia,Jinx,0.028589604603530785
Anivia,Corki,0.028588369242618226
Irelia,Syndra,0.028581414990068638
Akali,Nasus,0.028570060279154687
Lissandra,Lulu,0.02854612320904427
Cassiopeia,Veigar,0.02852644488718425
Illaoi,Kayn,0.028523137201896795
Rumble,Sylas,0.028520509401618523
Lissandra,Swain,0.02851211755023049
Renekton,Trundle,0.028500894485150714
Malphite,Sivir,0.028498903448776716
Irelia,Lux,0.028495428824803777
Graves,Rammus,0.02849459127555584
Caitlyn,Ryze,0.028493650257571546
Kassadin,Nautilus,0.0284732289031992
Kayle,Mordekaiser,0.028468829410715227
Neeko,Ziggs,0.02846620519028723
Rumble,Teemo,0.028455011144853097
Jinx,Karma,0.028453631820584385
Lissandra,Sion,0.028438379187676163
Karma,Shyvana,0.02843354028165055
Diana,Morgana,0.028414729707276022
Kindred,Ryze,0.028408321405517807
Swain,Xayah,0.028401521820328523
Kindred,Poppy,0.028399079905758177
Nasus,Vi,0.028396267576714117
